fee_valid_from,regis_id,fund_name_th,fund_abbr_name,fund_class_id,comp_thai_name_rep,dividend_policy,fee_TT,fee_OF,fee_SP,fee_FR,fee_IA,fee_UW,fee_EO,fee_FF,fee_BF,fee_SI,fee_SO,fee_TF,unit_TF,fee_CF,fee_OT,fee_TT_actual,fee_OF_actual,fee_SP_actual,fee_FR_actual,fee_IA_actual,fee_UW_actual,fee_EO_actual,fee_FF_actual,fee_BF_actual,fee_SI_actual,fee_SO_actual,fee_TF_actual,unit_actual_TF,fee_CF_actual,fee_OT_actual,url
31/12/2020,046/2546,กองทุนเปิดไทยพาณิชย์หุ้นทุนปันผล,SCBDVFUND,SCBDVA,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,2.14,1.2466209,0.0642,0.11,ไม่มี,ไม่มี,1.3566209,0.535,0.535,0.535,0.535,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ไม่มี,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBDVFUND
31/12/2020,046/2546,กองทุนเปิดไทยพาณิชย์หุ้นทุนปันผล,SCBDVFUND,SCBDVP,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,1.605,0.7116209,0.0642,0.11,ไม่มี,ไม่มี,1.3566209,0.535,0.535,0.535,0.535,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ไม่มี,0.12,0,0.03,0.07,,,0.02,,,,,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBDVFUND
31/12/2020,046/2546,กองทุนเปิดไทยพาณิชย์หุ้นทุนปันผล,SCBDVFUND,SCBDVR,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,2.14,1.2466209,0.0642,0.11,ไม่มี,ไม่มี,1.3566209,0.535,0.535,0.535,0.535,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ไม่มี,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBDVFUND
31/12/2020,046/2546,กองทุนเปิดไทยพาณิชย์หุ้นทุนปันผล,SCBDVFUND,SCBDV-SSF,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,จ่าย,2.14,1.2466209,0.0642,0.11,ไม่มี,ไม่มี,1.3566209,0.535,0.535,0.535,0.535,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ไม่มี,1.36,1.24,0.03,0.07,,,0.02,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBDVFUND
15/2/2021,052/2546,กองทุนเปิดกรุงศรีโกรทอิควิตี้,KFGROWTH,KFGROWTH-A,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,ไม่จ่าย,2.4182,2.14,0.0642,0.107,ไม่มี,ไม่มี,1.07,1,1,1,1,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,50,ตามที่จ่ายจริง,2.2908,2.14,0.0321,0.107,ไม่มี,ไม่มี,0.0117,1,ไม่เรียกเก็บ,1,ไม่เรียกเก็บ,10,บาทต่อหน่วยลงทุน 1000 หน่วยหรือเศษของ 1000 หน่วย,50,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KFGROWTH
15/2/2021,052/2546,กองทุนเปิดกรุงศรีโกรทอิควิตี้,KFGROWTH,KFGROWTH-D,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,จ่าย,2.4182,2.14,0.0642,0.107,ไม่มี,ไม่มี,1.07,1,1,1,1,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,50,ตามที่จ่ายจริง,2.2908,2.14,0.0321,0.107,ไม่มี,ไม่มี,0.0117,1,ไม่เรียกเก็บ,1,ไม่เรียกเก็บ,10,บาทต่อหน่วยลงทุน 1000 หน่วยหรือเศษของ 1000 หน่วย,50,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KFGROWTH
31/12/2020,055/2546,กองทุนเปิดเอ็มเอฟซี-บีทีอินคัมโกรทฟันด์,M-BT,-,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),จ่าย,2.4289,1.07,0.0749,0.107,ไม่มี,ไม่มี,1.177,0.25,0.25,ไม่มี,ไม่มี,50,,50,,1.36,1.07,0.05,0.107,0,0,0.13,0.25,0.25,ไม่มี,ไม่มี,,,ตามที่นายทะเบียนเรียกเก็บ,,http://market.sec.or.th/public/idisc/th/Download/fund/M-BT
20/1/2021,073/2546,กองทุนเปิดวรรณเอเอ็มเซ็ท 50,1AMSET50,1AMSET50-IA,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,ไม่จ่าย,6.42,2.14,0.05885,1.07,ไม่มี,ไม่มี,5.72878,2.14,2.14,2.14,2.14,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/1AMSET50
20/1/2021,073/2546,กองทุนเปิดวรรณเอเอ็มเซ็ท 50,1AMSET50,1AMSET50-ID,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,จ่าย,6.42,2.14,0.05885,1.07,ไม่มี,ไม่มี,5.72878,2.14,2.14,2.14,2.14,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.65912,0.52002,0.0321,0.107,,,ตามที่จ่ายจริง,0.214,0,0.214,0,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/1AMSET50
20/1/2021,073/2546,กองทุนเปิดวรรณเอเอ็มเซ็ท 50,1AMSET50,1AMSET50-RA,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,ไม่จ่าย,6.42,0.52002,0.05885,0.11235,ไม่มี,ไม่มี,5.72878,0.2675,0,0.2675,0,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.65912,0.52002,0.0321,0.107,,,ตามที่จ่ายจริง,0.2675,0,0.2675,0,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/1AMSET50
20/1/2021,073/2546,กองทุนเปิดวรรณเอเอ็มเซ็ท 50,1AMSET50,1AMSET50-RD,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,จ่าย,6.42,2.675,0.05885,1.07,ไม่มี,ไม่มี,5.72878,2.14,2.14,2.14,2.14,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/1AMSET50
20/1/2021,073/2546,กองทุนเปิดวรรณเอเอ็มเซ็ท 50,1AMSET50,1AMSET50-RU,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,ไม่จ่าย,6.42,2.675,0.05885,1.07,ไม่มี,ไม่มี,5.72878,2.14,2.14,2.14,2.14,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.65912,0.52002,0.0321,0.107,,,ตามที่จ่ายจริง,0.535,0,0.535,0,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/1AMSET50
31/12/2020,057/2546,กองทุนเปิดกรุงไทย ซีเล็คทีฟ อิควิตี้ ฟันด์,KTSE,-,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),จ่าย,3.103,1.07,0.0749,0.107,ไม่มี,ไม่มี,2.033,0.25,0.25,,,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,,1.234,1.07,0.026,0.107,,,0.031,0.25,ยังไม่เรียกเก็บ,ไม่มี,ไม่มี,ตามที่นายทะเบียนกำหนด,,ตามที่นายทะเบียนกำหนด,,http://market.sec.or.th/public/idisc/th/Download/fund/KTSE
15/2/2021,062/2546,กองทุนเปิดกรุงศรีหุ้นไดนามิค,KFDYNAMIC,-,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,ไม่จ่าย,2.3754,2.14,0.0642,0.1672,ไม่มี,ไม่มี,1.07,0.5,0.5,0.5,0.25,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,50,ตามที่จ่ายจริง,2.3393,2.14,0.0321,0.1672,ไม่มี,ไม่มี,-,0.5,0.5,0.5,0.25,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,50,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KFDYNAMIC
28/1/2021,069/2546,กองทุนเปิดทหารไทย SET50 เพื่อการเลี้ยงชีพ,TMB50RMF,-,บริษัทหลักทรัพย์จัดการกองทุน ทหารไทย จำกัด,ไม่จ่าย,1.45,1.25,0.04,1.45,ไม่มี,ไม่มี,0.05,ไม่มี,ไม่มี,ไม่มี,ไม่มี,5,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ไม่มี,0.3,1.3875,1.246,0.0321,0.1094,,,0,ไม่มี,ไม่มี,ไม่มี,ไม่มี,,,,0.1,http://market.sec.or.th/public/idisc/th/Download/fund/TMB50RMF
29/1/2021,068/2546,กองทุนเปิดทหารไทยธนบดีเพื่อการเลี้ยงชีพ,TMBMRMF,-,บริษัทหลักทรัพย์จัดการกองทุน ทหารไทย จำกัด,ไม่จ่าย,0.9,0.75,0.04,0.0875,ไม่มี,ไม่มี,0.0405,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,,ไม่มี,ไม่มี,0.3696,0.25,0.0321,0.0875,,,0,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,,,ไม่มี,http://market.sec.or.th/public/idisc/th/Download/fund/TMBMRMF
20/1/2021,078/2546,กองทุนเปิด เฟล็กซิเบิลคุณค่า เพื่อการเลี้ยงชีพ,FLEX-RMF,-,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,ไม่จ่าย,6.42,1.94954,0.06955,0.1177,ไม่มี,ไม่มี,4.28321,0.2675,0.2675,0.2675,0.2675,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,1.9086125,1.7695125,0.0321,0.107,,,ตามที่จ่ายจริง,0,0,0,0,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/FLEX-RMF
15/2/2021,070/2546,กองทุนเปิดกรุงศรีตราสารหนี้ระยะกลาง,KFMTFI,-,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,ไม่จ่าย,0.963,0.749,0.0749,0.1338,ไม่มี,ไม่มี,1.07,,,,,10,บาทต่อหน่วยลงทุน 500.00 หน่วยหรือเศษของ 500.00 หน่วย,,ตามที่จ่ายจริง,0.4655,0.321,0.0375,0.107,ไม่มี,ไม่มี,-,ไม่มี,ไม่มี,ไม่มี,ไม่มี,10,บาทต่อหน่วยลงทุน 500 หน่วยหรือเศษของ 500 หน่วย,ไม่มี,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KFMTFI
25/1/2021,076/2546,กองทุนรวมวายุภักษ์ หนึ่ง,VAYU1,VAYUA,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),จ่าย,2.14,0.535,0.0321,0.107,0.107,2.14,1.36,1,1,,,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,ยังไม่เรียกเก็บ,ยังไม่เรียกเก็บ,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/VAYU1
25/1/2021,076/2546,กองทุนรวมวายุภักษ์ หนึ่ง,VAYU1,VAYUB,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),จ่าย,2.14,0.535,0.0321,0.107,0.107,2.14,1.36,0,0,,,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.02,0.02,0,0,0,0,0,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/VAYU1
31/12/2020,012/2547,กองทุนเปิดธนชาตฟันดาเมนทอล พลัส,T-NFPLUS,-,บริษัทหลักทรัพย์จัดการกองทุน ธนชาต จำกัด,ไม่จ่าย,2.949,1.18,0.075,0.087,ไม่มี,ไม่มี,1.607,,1.07,ไม่มี,1.07,53.5,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,53.5,,1.36,1.179,0.064,0.087,,,0.03,,น้อยกว่าหรือเท่ากับ 90 วัน ร้อยละ 1.00 ของมูลค่าหน่วยลงทุน,,,,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/T-NFPLUS
15/2/2021,015/2547,กองทุนเปิดกรุงศรีตราสารเงิน,KFCASH,KFCASH-A,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,ไม่จ่าย,0.4494,0.321,0.0535,0.0669,ไม่มี,ไม่มี,1.07,,,,,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,50,ตามที่จ่ายจริง,0.2044,0.107,0.0305,0.0669,ไม่มี,ไม่มี,-,ไม่มี,ไม่มี,ไม่มี,ไม่มี,10,บาทต่อหน่วยลงทุน 1000 หน่วยหรือเศษของ 1000 หน่วย,50.00 บาท,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KFCASH
15/2/2021,015/2547,กองทุนเปิดกรุงศรีตราสารเงิน,KFCASH,KFCASHSSF,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,ไม่จ่าย,0.4494,0.321,0.0535,0.0669,ไม่มี,ไม่มี,1.07,,,,,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,50,ตามที่จ่ายจริง,0.2044,0.107,0.0305,0.0669,ไม่มี,ไม่มี,-,ไม่มี,ไม่มี,ไม่มี,ไม่มี,-,-,50.00 บาท,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KFCASH
20/1/2021,027/2547,กองทุนเปิด วรรณ อีควิตี้ฟันด์ (คอร์ปอเรท 14),ONE-EC14,ONE-EC14-IA,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,ไม่จ่าย,6.42,2.14,0.1605,1.07,0,ไม่มี,4.89846,1.07,1.07,1.07,1.07,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/ONE-EC14
20/1/2021,027/2547,กองทุนเปิด วรรณ อีควิตี้ฟันด์ (คอร์ปอเรท 14),ONE-EC14,ONE-EC14-ID,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,จ่าย,6.42,2.14,0.1605,1.07,0,ไม่มี,4.89846,1.07,1.07,1.07,1.07,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/ONE-EC14
20/1/2021,027/2547,กองทุนเปิด วรรณ อีควิตี้ฟันด์ (คอร์ปอเรท 14),ONE-EC14,ONE-EC14-RA,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,ไม่จ่าย,6.42,2.675,0.1605,1.07,0,ไม่มี,4.89846,1.07,1.07,1.07,1.07,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,1.39314,1.23799,0.0321,0.12305,,,ตามที่จ่ายจริง,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่จ่ายจริง,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/ONE-EC14
20/1/2021,027/2547,กองทุนเปิด วรรณ อีควิตี้ฟันด์ (คอร์ปอเรท 14),ONE-EC14,ONE-EC14-RD,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,จ่าย,6.42,1.23799,0.1605,0.12305,0,ไม่มี,4.89846,0,0,0,0,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,1.39314,1.23799,0.0321,0.12305,,,ตามที่จ่ายจริง,0,0,0,0,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/ONE-EC14
15/2/2021,005/2547,กองทุนเปิดกรุงศรีอิควิตี้,KFSEQ,-,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,ไม่จ่าย,2.3754,2.14,0.0642,0.1672,ไม่มี,ไม่มี,1.07,0.5,0.5,0.5,0.25,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,50,,2.3393,2.14,0.0321,0.1672,ไม่มี,ไม่มี,-,น้อยกว่า 100 ล้านบาท เก็บจริง 0.50 / ตั้งแต่ 100 ล้านบาทขึ้นไป เก็บจริง 0.25,0.5,0.5,0.25,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,50,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KFSEQ
4/1/2021,017/2547,กองทุนเปิด ทิสโก้ สแตรทิจิก ฟันด์,TSF,TSF-A,บริษัทหลักทรัพย์จัดการกองทุน ทิสโก้,ไม่จ่าย,2.675,1.68525,0.06955,0.154615,ไม่มี,ไม่มี,0.7655,1,1,0,0,30,บาทต่อหน่วยลงทุน 10000.00 หน่วยหรือเศษของ 10000.00 หน่วย,50,,1.819,1.68525,0.04815,0.162319,ไม่มี,ไม่มี,0.016,1,ปัจจุบันไม่เรียกเก็บ,ไม่มี,ไม่มี,ปัจจุบันไม่เรียกเก็บ,ปัจจุบันไม่เรียกเก็บ,50,,http://market.sec.or.th/public/idisc/th/Download/fund/TSF
4/1/2021,017/2547,กองทุนเปิด ทิสโก้ สแตรทิจิก ฟันด์,TSF,TSF-SSF,บริษัทหลักทรัพย์จัดการกองทุน ทิสโก้,ไม่จ่าย,2.675,2,0.1,0.2,ไม่มี,ไม่มี,0.7655,1,1,2.5,2.5,30,บาทต่อหน่วยลงทุน 10000.00 หน่วยหรือเศษของ 10000.00 หน่วย,50,,1.819,1.68525,0.04815,0.0162319,ไม่มี,ไม่มี,0.016,ปัจจุบันไม่เรียกเก็บ,ปัจจุบันไม่เรียกเก็บ,ปัจจุบันไม่เรียกเก็บ,1.00 แต่ไม่ต่ำกว่า 200 บาท,ปัจจุบันไม่เรียกเก็บ,ปัจจุบันไม่เรียกเก็บ,50,,http://market.sec.or.th/public/idisc/th/Download/fund/TSF
2/2/2021,041/2547,กองทุนเปิดบีแอ็คทีฟ,B-ACTIVE,-,บริษัทหลักทรัพย์จัดการกองทุนรวม  บัวหลวง จำกัด,ไม่จ่าย,2.9425,1.605,0.0428,0.1284,ไม่มี,ไม่มี,1.1663,1,1,,,50,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,,,1.8387,1.605,0.0321,0.1284,ไม่มี,ไม่มี,0.0352,,1,เท่ากับค่าธรรมเนียมการขาย,,50,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ไม่มี,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/B-ACTIVE
12/1/2021,021/2547,กองทุนเปิด ไทย อิควิตี้ฟันด์ - ปันผล,TEF-DIV,-,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,จ่าย,5.35,1.605,0.1605,0.1284,ไม่มี,ไม่มี,3.4561,1,,1,,50,บาทต่อหน่วยลงทุน 2000.00 หน่วยหรือเศษของ 2000.00 หน่วย,,ตามที่จ่ายจริง,1.7878,1.605,0.0187,0.1284,ไม่มี,ไม่มี,0.0357,1,ไม่มี,ยกเว้น*,ไม่มี,50,บาทต่อหน่วยลงทุน 2000.00 หน่วยหรือเศษของ 2000.00 หน่วย,,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/TEF-DIV
1/1/2021,013/2547,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด สยามลีดเดอร์ส,ABSL,-,บริษัทหลักทรัพย์จัดการกองทุน อเบอร์ดีน สแตนดาร์ด (ประเทศไทย) จำกัด,ไม่จ่าย,2.675,1.8725,0.0621,0.1177,ไม่มี,ไม่มี,0.6227,0.5,0.25,,0.05,50,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,,ตามที่จ่ายจริง,2.0341,1.8725,0.0321,0.1177,,,0.0118,0.5,0.25,,0.05,50,บาทต่อหน่วยลงทุน 1000 หน่วยหรือเศษของ 1000 หน่วย,,,http://market.sec.or.th/public/idisc/th/Download/fund/ABSL
15/2/2021,026/2547,กองทุนเปิดกรุงศรีหุ้นไดนามิคปันผล,KFDNM-D,-,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,จ่าย,2.461,2.0809,0.0856,0.1672,ไม่มี,1.07,1.07,0.5,0.5,0.5,0.5,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,2.2989,2.0809,0.0401,0.1672,ไม่มี,-,0.0107,ไม่เรียกเก็บ,0.5,ไม่เรียกเก็บ,0.5,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ไม่มี,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KFDNM-D
15/2/2021,025/2547,กองทุนเปิดกรุงศรีหุ้นแวลู,KFVALUE,-,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,ไม่จ่าย,2.3861,2.14,0.0856,0.1672,ไม่มี,1.07,1.07,0.5,0.5,0.5,0.5,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,2.3892,2.14,0.0749,0.1672,ไม่มี,-,0.0071,ไม่เรียกเก็บ,ไม่เรียกเก็บ,ไม่เรียกเก็บ,ไม่เรียกเก็บ,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KFVALUE
29/1/2021,046/2547,กองทุนเปิดทหารไทย SET50 ปันผล,TMB50DV,-,บริษัทหลักทรัพย์จัดการกองทุน ทหารไทย จำกัด,จ่าย,0.6,0.45,0.04,0.0875,ไม่มี,ไม่มี,0.0225,ไม่มี,ไม่มี,ไม่มี,ไม่มี,5,บาทต่อหน่วยลงทุน 1000.00 หน่วย,50,0.3,0.5738,0.45,0.0321,0.0875,,,0.0042,ไม่มี,ไม่มี,ไม่มี,ไม่มี,,,,0.1,http://market.sec.or.th/public/idisc/th/Download/fund/TMB50DV
31/12/2020,031/2547,กองทุนเปิดเอ็มเอฟซี เซ็ท 50,M-S50,-,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),จ่าย,1.66,0.428,0.059,0.107,ไม่มี,ไม่มี,1.07,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,,,ตามที่จ่ายจริง,0.67,0.428,0.05,0.107,0,0,0.08,ไม่มี,ไม่มี,ไม่มี,ไม่มี,50 บาท/รายการ,,,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/M-S50
31/12/2020,074/2547,กองทุนเปิดเค หุ้นระยะยาว,KEQLTF,KEQLTF-A(A),บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,ไม่จ่าย,2.4343,1.8725,0.107,0.1338,ไม่มี,ไม่มี,1.07,2,2,มีแบบหลายเงื่อนไข,มีแบบหลายเงื่อนไข,ไม่มี,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,2.0409,1.8725,0.03,0.1284,,,0.01,1,0,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/KEQLTF
31/12/2020,074/2547,กองทุนเปิดเค หุ้นระยะยาว,KEQLTF,KEQLTF-C(L),บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,ไม่จ่าย,2.4343,1.8725,0.107,0.1338,ไม่มี,ไม่มี,1.07,2,0,มีแบบหลายเงื่อนไข,มีแบบหลายเงื่อนไข,ไม่มี,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,2.0409,1.8725,0.03,0.1284,,,0.01,0,0,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/KEQLTF
31/12/2020,075/2547,กองทุนเปิดเค หุ้นระยะยาวปันผล,KDLTF,KDLTF-A(D),บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,จ่าย,2.4343,1.8725,0.107,0.1338,ไม่มี,ไม่มี,1.07,2,2,มีแบบหลายเงื่อนไข,มีแบบหลายเงื่อนไข,,ต่อหน่วยลงทุน,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,2.1409,1.8725,0.03,0.1284,,,0.11,1,0,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/KDLTF
31/12/2020,075/2547,กองทุนเปิดเค หุ้นระยะยาวปันผล,KDLTF,KDLTF-C(L),บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,จ่าย,2.4343,1.8725,0.107,0.1338,ไม่มี,ไม่มี,1.07,2,0,มีแบบหลายเงื่อนไข,มีแบบหลายเงื่อนไข,,ต่อหน่วยลงทุน,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,2.1409,1.8725,0.03,0.1284,,,0.11,0,0,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/KDLTF
