fee_valid_from,regis_id,fund_name_th,fund_abbr_name,fund_class_id,comp_thai_name_rep,dividend_policy,fee_TT,fee_OF,fee_SP,fee_FR,fee_IA,fee_UW,fee_EO,fee_FF,fee_BF,fee_SI,fee_SO,fee_TF,unit_TF,fee_CF,fee_OT,fee_TT_actual,fee_OF_actual,fee_SP_actual,fee_FR_actual,fee_IA_actual,fee_UW_actual,fee_EO_actual,fee_FF_actual,fee_BF_actual,fee_SI_actual,fee_SO_actual,fee_TF_actual,unit_actual_TF,fee_CF_actual,fee_OT_actual,url
31/12/2020,MF0450/2562,กองทุนเปิดพรินซิเพิล โกลบอล แบรนด์,PRINCIPAL GBRAND,PRINCIPAL GBRAND-C,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,ไม่จ่าย,6.22,2.14,0.33,0.54,ไม่มี,ไม่มี,3.21,2.14,1.07,2.14,1.07,ตามที่นายทะเบียนเรียกเก็บ,ต่อหน่วยลงทุน,ตามที่นายทะเบียนเรียกเก็บ,,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/PRINCIPAL GBRAND
31/12/2020,MF0450/2562,กองทุนเปิดพรินซิเพิล โกลบอล แบรนด์,PRINCIPAL GBRAND,PRINCIPAL GBRAND-D,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,จ่าย,6.22,2.14,0.33,0.54,ไม่มี,ไม่มี,3.21,2.14,1.07,2.14,1.07,ตามที่นายทะเบียนเรียกเก็บ,ต่อหน่วยลงทุน,ตามที่นายทะเบียนเรียกเก็บ,,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/PRINCIPAL GBRAND
31/12/2020,MF0450/2562,กองทุนเปิดพรินซิเพิล โกลบอล แบรนด์,PRINCIPAL GBRAND,PRINCIPAL GBRAND-I,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,ไม่จ่าย,6.22,2.14,0.33,0.54,ไม่มี,ไม่มี,3.21,2.14,1.07,2.14,1.07,ตามที่นายทะเบียนเรียกเก็บ,ต่อหน่วยลงทุน,ตามที่นายทะเบียนเรียกเก็บ,,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/PRINCIPAL GBRAND
31/12/2020,MF0450/2562,กองทุนเปิดพรินซิเพิล โกลบอล แบรนด์,PRINCIPAL GBRAND,PRINCIPAL GBRAND-R,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,ไม่จ่าย,6.22,2.14,0.33,0.54,ไม่มี,ไม่มี,3.21,2.14,1.07,2.14,1.07,ตามที่นายทะเบียนเรียกเก็บ,ต่อหน่วยลงทุน,ตามที่นายทะเบียนเรียกเก็บ,,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/PRINCIPAL GBRAND
31/12/2020,MF0450/2562,กองทุนเปิดพรินซิเพิล โกลบอล แบรนด์,PRINCIPAL GBRAND,PRINCIPAL GBRAND-X,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,ไม่จ่าย,6.22,2.14,0.33,0.54,ไม่มี,ไม่มี,3.21,2.14,1.07,2.14,1.07,ตามที่นายทะเบียนเรียกเก็บ,ต่อหน่วยลงทุน,ตามที่นายทะเบียนเรียกเก็บ,,0.0321,,0.0321,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/PRINCIPAL GBRAND
31/12/2020,MF0562/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Large-Cap Multi-Factor Portfolio,SCBLARGE, SCBLARGEP ,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,2.14,1.61,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBLARGE
31/12/2020,MF0562/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Large-Cap Multi-Factor Portfolio,SCBLARGE,SCBLARGEA ,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.85,0.75,0.02,0.07,,,0.01,0.535,,0.535,,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/SCBLARGE
31/12/2020,MF0562/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Large-Cap Multi-Factor Portfolio,SCBLARGE,SCBLARGED ,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBLARGE
31/12/2020,MF0562/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Large-Cap Multi-Factor Portfolio,SCBLARGE,SCBLARGEE,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.09,0,0.02,0.06,,,0.01,,0.107,,0.107,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/SCBLARGE
31/12/2020,MF0562/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Large-Cap Multi-Factor Portfolio,SCBLARGE,SCBLARGER ,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBLARGE
31/12/2020,MF0563/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Momentum Portfolio,SCBMOMENT,SCBMOMENTA,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.86,0.75,0.02,0.07,,,0.02,0.535,ปัจจุบันยกเว้นไม่เรียกเก็บ,0.535,ปัจจุบันยกเว้นไม่เีรียกเก็บ,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/SCBMOMENT
31/12/2020,MF0563/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Momentum Portfolio,SCBMOMENT,SCBMOMENTD,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBMOMENT
31/12/2020,MF0563/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Momentum Portfolio,SCBMOMENT,SCBMOMENTE,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.11,0,0.02,0.07,,,0.02,,0.107,,0.107,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/SCBMOMENT
31/12/2020,MF0563/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Momentum Portfolio,SCBMOMENT,SCBMOMENTP,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,2.14,1.61,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBMOMENT
31/12/2020,MF0563/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Momentum Portfolio,SCBMOMENT,SCBMOMENTR,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBMOMENT
31/12/2020,MF0561/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Quality Portfolio,SCBQUALITY, SCBQUALITYP ,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,2.14,1.61,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBQUALITY
31/12/2020,MF0561/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Quality Portfolio,SCBQUALITY,SCBQUALITYA,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.87,0.75,0.02,0.07,,,0.03,0.535,ปัจจุบันยกเว้นไม่เรียกเก็บ,0.535,ปัจจุบันยกเว้นไม่เรียกเก็บ,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/SCBQUALITY
31/12/2020,MF0561/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Quality Portfolio,SCBQUALITY,SCBQUALITYD,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBQUALITY
31/12/2020,MF0561/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Quality Portfolio,SCBQUALITY,SCBQUALITYE,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.12,0,0.02,0.07,,,0.03,,0.107,,0.107,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/SCBQUALITY
31/12/2020,MF0561/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Quality Portfolio,SCBQUALITY,SCBQUALITYR,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBQUALITY
31/12/2020,MF0564/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Value Portfolio,SCBVALUE,SCBVALUEA,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.92,0.75,0.02,0.07,,,0.08,0.535,,0.535,,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/SCBVALUE
31/12/2020,MF0564/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Value Portfolio,SCBVALUE,SCBVALUED,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBVALUE
31/12/2020,MF0564/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Value Portfolio,SCBVALUE,SCBVALUEE,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.17,0,0.02,0.07,,,0.08,,0.107,,0.107,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/SCBVALUE
31/12/2020,MF0564/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Value Portfolio,SCBVALUE,SCBVALUEP,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,2.14,1.61,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBVALUE
31/12/2020,MF0564/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Value Portfolio,SCBVALUE,SCBVALUER,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBVALUE
2/9/2019,MF0443/2562,กองทุนเปิดเอ็มเอฟซี สเตเบิ้ล อินคัม 4 ห้ามขายผู้ลงทุนรายย่อย,MSI4AI,-,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),ไม่จ่าย,2.25,1.0165,0.0535,0.535,ไม่มี,ไม่มี,0.642,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,,,,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/MSI4AI
31/12/2020,MF0565/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Equal Weight Portfolio,SCBEQUAL,SCBEQUALA,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.99,0.75,0.02,0.07,,,0.15,0.535,,0.535,,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/SCBEQUAL
31/12/2020,MF0565/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Equal Weight Portfolio,SCBEQUAL,SCBEQUALD,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBEQUAL
31/12/2020,MF0565/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Equal Weight Portfolio,SCBEQUAL,SCBEQUALE,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,0.24,0,0.02,0.07,,,0.15,,0.107,,0.107,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/SCBEQUAL
31/12/2020,MF0565/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Equal Weight Portfolio,SCBEQUAL,SCBEQUALP,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,2.14,1.61,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBEQUAL
31/12/2020,MF0565/2562,กองทุนเปิดไทยพาณิชย์ Thai Equity Equal Weight Portfolio,SCBEQUAL,SCBEQUALR,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,ไม่จ่าย,3.21,2.68,0.11,0.11,ไม่มี,ไม่มี,2.68,3.21,3.21,3.21,3.21,10,บาทต่อหน่วยลงทุน 1000.00 หน่วย,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/SCBEQUAL
20/1/2021,MF0423/2562,กองทุนเปิด วรรณ ท็อป ซีเล็คชั่น 5MA,ONE-TOP5MA,-,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,ไม่จ่าย,6.42,2.675,0.107,1.07,ไม่มี,ไม่มี,2,2.14,2.14,2.14,2.14,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,1.2519,1.07,0.0214,0.1605,0,,,1,0,1,0,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/ONE-TOP5MA
17/2/2021,MF0482/2562,กองทุนเปิด วี โกลด์ แอนด์ ซิลเวอร์ อิควิตี้,WE-GOLD,-,บริษัทหลักทรัพย์จัดการกองทุน วี จำกัด,ไม่จ่าย,6.42,2.675,0.107,1.07,ไม่มี,ไม่มี,6.42,2.14,2.14,2.14,2.14,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,1.1481,0.535,0.0321,0.321,ไม่มี,ไม่มี,0.26,1.07,ยกเว้นการเรียกเก็บ,1.07,ยกเว้นการเรียกเก็บ,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/WE-GOLD
4/1/2021,MF0479/2562,กองทุนเปิด ทิสโก้ คอนเซอเวทีฟ อินคัม - อิควิตี้ Zero,TCIEZERO,-,บริษัทหลักทรัพย์จัดการกองทุน ทิสโก้,ไม่จ่าย,5,3,0.2,0.5,ไม่มี,ไม่มี,1.3,2.5,2.5,2.5,2.5,30,บาทต่อหน่วยลงทุน 10000.00 หน่วยหรือเศษของ 10000.00 หน่วย,50,,0.727,0.535,0.0214,0.1712,ไม่มี,ไม่มี,ตามที่จ่ายจริง,0.5,ปัจจุบันไม่เรียกเก็บ,ปัจจุบันไม่เรียกเก็บ,ปัจจุบันไม่เรียกเก็บ,,ปัจจุบันไม่เรียกเก็บ,50,,http://market.sec.or.th/public/idisc/th/Download/fund/TCIEZERO
1/2/2021,MF0501/2562,กองทุนเปิด แอล เอช โกลบอล พร็อพเพอร์ตี้,LHPROPG,LHPROPG-A,บริษัทหลักทรัพย์จัดการกองทุน แลนด์ แอนด์ เฮ้าส์ จำกัด,ไม่จ่าย,5,2.5,0.1,1,,,1.4,2.5,2.5,2.5,2.5,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,1.3696,1.07,0.0321,0.2675,,,ตามจ่ายจริง,1,0,1,0,200/รายการ,,,,http://market.sec.or.th/public/idisc/th/Download/fund/LHPROPG
1/2/2021,MF0501/2562,กองทุนเปิด แอล เอช โกลบอล พร็อพเพอร์ตี้,LHPROPG,LHPROPG-D,บริษัทหลักทรัพย์จัดการกองทุน แลนด์ แอนด์ เฮ้าส์ จำกัด,จ่าย,5,2.5,0.1,1,,,1.4,2.5,2.5,2.5,2.5,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,1.3696,1.07,0.0321,0.2675,,,ตามจ่ายจริง,1,0,1,0,200/รายการ,,,,http://market.sec.or.th/public/idisc/th/Download/fund/LHPROPG
1/2/2021,MF0501/2562,กองทุนเปิด แอล เอช โกลบอล พร็อพเพอร์ตี้,LHPROPG,LHPROPG-E,บริษัทหลักทรัพย์จัดการกองทุน แลนด์ แอนด์ เฮ้าส์ จำกัด,ไม่จ่าย,5,2.5,0.1,1,,,1.4,2.5,2.5,2.5,2.5,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,1.3696,1.07,0.0321,0.2675,,,ตามจ่ายจริง,0,0,0,0,200/รายการ,,,,http://market.sec.or.th/public/idisc/th/Download/fund/LHPROPG
1/1/2021,MF0518/2562,กองทุนเปิดฟันด์ออฟฟันด์บัวหลวงโครงสร้างพื้นฐาน&อสังหาริมทรัพย์เพื่อการเลี้ยงชีพ,B-IR-FOFRMF,-,บริษัทหลักทรัพย์จัดการกองทุนรวม  บัวหลวง จำกัด,ไม่จ่าย,2.14,1.07,0.0321,0.0535,ไม่มี,ไม่มี,0.9844,1,1,ตามรายละเอียดเพิ่มเติม,ตามรายละเอียดเพิ่มเติม,,,,ตามที่จ่ายจริง,1.7285,1.07,0.0268,0.0535,ไม่มี,ไม่มี,0.5783,ไม่เรียกเก็บ,ตามรายละเอียดเพิ่มเติม,ตามรายละเอียดเพิ่มเติม,ตามรายละเอียดเพิ่มเติม,ไม่มี,,ไม่มี,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/B-IR-FOFRMF
15/2/2021,MF0504/2562,กองทุนเปิดกรุงศรีพรีเฟอร์มิกซ์เฮดจ์เอฟเอ็กซ์,KFPREFER,KFPREFER-A,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,ไม่จ่าย,4.6545,2.14,0.107,0.1605,ไม่มี,ไม่มี,2.247,2,2,2,2,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,50,ตามที่จ่ายจริง,0.8402,0.642,0.0348,0.1605,ไม่มี,ไม่มี,0.0029,1,ยังไม่เรียกเก็บ,1,ยังไม่เรียกเก็บ,10,บาทต่อหน่วยลงทุน 1000 หน่วยหรือเศษของ 1000 หน่วย,50,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KFPREFER
15/2/2021,MF0504/2562,กองทุนเปิดกรุงศรีพรีเฟอร์มิกซ์เฮดจ์เอฟเอ็กซ์,KFPREFER,KFPREFER-D,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,จ่าย,4.6545,2.14,0.107,0.1605,ไม่มี,ไม่มี,2.247,2,2,2,2,10,บาทต่อหน่วยลงทุน 1000.00 หน่วยหรือเศษของ 1000.00 หน่วย,50,ตามที่จ่ายจริง,,,,,,,,ยังไม่เปิดขายหน่วยลงทุน,ยังไม่เปิดขายหน่วยลงทุน,ยังไม่เปิดขายหน่วยลงทุน,ยังไม่เปิดขายหน่วยลงทุน,10,บาทต่อหน่วยลงทุน 1000 หน่วยหรือเศษของ 1000 หน่วย,50,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KFPREFER
16/10/2019,MF0495/2562,กองทุนเปิดเค ฟิกซ์เดท เอเชียน บอนด์ 2022A,KAB22A,-,บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,ไม่จ่าย,4.8685,3.21,0.2675,0.321,ไม่มี,ไม่มี,1.07,1,ไม่มี,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,% NAV,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,,,0.0241,0.0428,,,,,ไม่มี,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/KAB22A
